User,Client,"Client Type",Date,Duration,"Type Of Call","External Call Score"
"Victoria Hughes","Tony Ross",Nurse,"2021-08-26 12:18:54",976,Incoming,98
"Victoria Hughes","Reece Hill",Nurse,"2021-09-03 09:29:51",88,Outgoing,16
"Victoria Hughes","Adrian Ross",Carer,"2021-09-26 04:00:42",14,Outgoing,57
"Victoria Hughes","Joel Palmer",Carer,"2021-08-24 08:45:01",129,Incoming,81
"Victoria Hughes","Jennifer Cooper",Carer,"2021-09-20 07:19:35",589,Incoming,20
"Victoria Hughes","Ryan Graham",Carer,"2021-09-19 03:34:31",374,Outgoing,62
"Victoria Hughes","Suzanne Marshall",Nurse,"2021-08-22 06:26:07",304,Incoming,1
"Victoria Hughes","Alexa Watson",Carer,"2021-09-04 03:56:11",607,Incoming,53
"Victoria Hughes","Samantha Reid",Carer,"2021-08-30 08:15:52",287,Outgoing,28
"Victoria Hughes","Alexandra Hughes",Nurse,"2021-10-05 04:16:07",182,Incoming,24
"Victoria Hughes","Harvey Edwards",Nurse,"2021-10-12 07:37:20",129,Incoming,33
"Victoria Hughes","Laura White",Carer,"2021-10-04 05:00:31",53,Outgoing,74
"Victoria Hughes","Tyler Hughes",Carer,"2021-08-17 11:29:03",115,Outgoing,43
"Victoria Hughes","Muhammad Gray",Carer,"2021-10-05 04:27:42",923,Incoming,55
"Victoria Hughes","Evie Bailey",Carer,"2021-10-13 05:29:12",648,Incoming,18
"Victoria Hughes","Peter Hughes",Nurse,"2021-10-02 04:07:57",645,Incoming,26
"Victoria Hughes","Lucas Wilson",Carer,"2021-09-26 10:41:41",487,Incoming,62
"Victoria Hughes","Lilly Stewart",Carer,"2021-10-10 06:50:32",12,Incoming,100
"Victoria Hughes","Adrian Ross",Carer,"2021-09-09 11:14:44",313,Incoming,51
"Victoria Hughes","Elliott Griffiths",Carer,"2021-09-22 12:19:17",25,Incoming,6
"Victoria Hughes","Christopher Baker",Nurse,"2021-09-19 06:09:40",258,Outgoing,44
"Victoria Hughes","Michael Collins",Carer,"2021-10-09 07:40:13",940,Incoming,35
"Victoria Hughes","Kieran Wood",Carer,"2021-09-16 09:47:41",791,Incoming,79
"Victoria Hughes","Karl Davis",Nurse,"2021-08-24 10:17:24",19,Outgoing,70
"Victoria Hughes","Jasmine Mitchell",Nurse,"2021-08-28 08:35:15",659,Incoming,25
"Victoria Hughes","Ross Owen",Nurse,"2021-09-28 02:22:45",247,Incoming,80
"Victoria Hughes","Adrian Ross",Carer,"2021-08-30 04:12:41",754,Incoming,96
"Victoria Hughes","Michael Collins",Carer,"2021-09-03 02:19:17",62,Outgoing,75
"Victoria Hughes","Michael Collins",Carer,"2021-09-15 03:32:34",920,Outgoing,4
"Victoria Hughes","Reece Hill",Nurse,"2021-08-27 01:00:03",358,Incoming,4
"Victoria Hughes","Jason Kennedy",Carer,"2021-10-06 01:40:56",87,Incoming,56
"Victoria Hughes","Sasha Cox",Nurse,"2021-08-26 07:04:26",10,Outgoing,90
"Victoria Hughes","Mike Scott",Carer,"2021-09-21 06:23:58",171,Incoming,51
"Victoria Hughes","Adrian Ross",Carer,"2021-08-24 01:25:04",849,Outgoing,79
"Victoria Hughes","Elsie Rogers",Nurse,"2021-08-27 12:53:44",225,Incoming,17
"Victoria Hughes","Ryan Turner",Carer,"2021-09-30 06:35:38",869,Outgoing,93
"Victoria Hughes","Lizzie Smith",Carer,"2021-10-10 01:01:49",196,Outgoing,55
"Victoria Hughes","Christopher Baker",Nurse,"2021-09-12 03:05:12",98,Incoming,28
"Victoria Hughes","Ross Owen",Nurse,"2021-08-28 12:54:21",120,Outgoing,27
"Victoria Hughes","Stefan James",Nurse,"2021-09-25 08:50:37",812,Outgoing,35
"Victoria Hughes","Sasha Cox",Nurse,"2021-08-23 02:50:11",816,Incoming,90
"Victoria Hughes","Jake Young",Nurse,"2021-08-19 05:47:34",136,Outgoing,71
"Victoria Hughes","Tony Ross",Nurse,"2021-08-25 02:08:53",489,Incoming,17
"Victoria Hughes","Muhammad Gray",Carer,"2021-09-12 10:20:21",959,Outgoing,6
"Victoria Hughes","Muhammad Gray",Carer,"2021-09-05 08:54:03",674,Incoming,66
"Victoria Hughes","Steve Saunders",Carer,"2021-09-08 03:43:27",320,Incoming,26
"Victoria Hughes","Jasmine Mitchell",Nurse,"2021-10-06 11:16:18",267,Incoming,29
"Victoria Hughes","Zoe Wilkinson",Nurse,"2021-10-05 10:47:53",64,Incoming,37
"Victoria Hughes","Karl Davis",Nurse,"2021-08-23 07:23:40",440,Outgoing,45
"Victoria Hughes","Vicky Hughes",Carer,"2021-09-28 12:31:08",549,Outgoing,34
"Victoria Hughes","Aiden Hunt",Nurse,"2021-10-11 01:58:21",326,Incoming,87
"Victoria Hughes","Imogen Bell",Nurse,"2021-09-16 08:00:16",252,Outgoing,44
"Victoria Hughes","Paula Stevens",Carer,"2021-08-29 08:01:10",534,Incoming,40
"Victoria Hughes","Chris Davis",Carer,"2021-08-18 05:22:11",414,Incoming,86
"Victoria Hughes","Chris Davis",Carer,"2021-09-09 12:40:21",906,Incoming,56
"Victoria Hughes","Erin Roberts",Nurse,"2021-10-09 03:50:18",497,Outgoing,88
"Victoria Hughes","Steve Saunders",Carer,"2021-10-10 03:28:01",7220,Outgoing,93
"Victoria Hughes","Suzanne Marshall",Nurse,"2021-10-12 02:18:04",6394,Outgoing,28
"Victoria Hughes","Barry Mason",Nurse,"2021-10-08 02:54:20",9616,Incoming,29
"Victoria Hughes","Quentin Collins",Nurse,"2021-10-12 11:06:42",684,Incoming,76
"Victoria Hughes","Tara Watson",Nurse,"2021-10-11 08:05:56",3138,Incoming,27
"Victoria Hughes","Reece Phillips",Nurse,"2021-10-13 05:23:40",9743,Incoming,36
"Victoria Hughes","Quentin Morgan",Nurse,"2021-10-12 06:25:54",9380,Outgoing,22
"Victoria Hughes","Sienna Campbell",Carer,"2021-10-10 10:04:42",3355,Outgoing,4
"Victoria Hughes","Abbie Holmes",Nurse,"2021-10-10 07:41:45",1039,Incoming,37
"Victoria Hughes","Jake Young",Nurse,"2021-10-09 07:57:24",2708,Outgoing,16
"Victoria Hughes","Tony Ross",Nurse,"2021-10-10 04:56:14",5215,Outgoing,32
"Victoria Hughes","Kimberly Adams",Carer,"2021-10-12 05:31:21",9922,Incoming,16
"Victoria Hughes","Mary Taylor",Nurse,"2021-10-10 01:31:49",2750,Incoming,55
"Victoria Hughes","Mohammed Collins",Nurse,"2021-10-11 09:34:59",9660,Outgoing,23
"Victoria Hughes","Elliott Griffiths",Carer,"2021-10-13 09:16:45",150,Outgoing,47
"Victoria Hughes","Aiden Hunt",Nurse,"2021-10-14 05:16:26",8077,Outgoing,88
"Victoria Hughes","Peter Hughes",Nurse,"2021-10-14 12:18:46",4084,Incoming,16
"Victoria Hughes","Karl Bell",Nurse,"2021-10-10 05:55:21",8362,Incoming,45
"Victoria Hughes","Joanne Ross",Nurse,"2021-10-11 05:07:20",3433,Incoming,36
"Victoria Hughes","Reece Phillips",Nurse,"2021-10-11 02:45:06",2255,Incoming,47
"Victoria Hughes","Imogen Bell",Nurse,"2021-10-09 05:29:14",4688,Outgoing,60
"Victoria Hughes","Mike Scott",Carer,"2021-10-11 02:32:26",3973,Outgoing,16
"Victoria Hughes","Elizabeth Jones",Nurse,"2021-10-12 10:04:28",6968,Incoming,99
"Victoria Hughes","Stefan James",Nurse,"2021-10-09 05:34:35",3182,Incoming,2
"Victoria Hughes","Joanne Ross",Nurse,"2021-10-14 05:06:59",7831,Outgoing,25
"Victoria Hughes","Laura White",Carer,"2021-10-17 01:03:57",484,Outgoing,59
"Victoria Hughes","Joanne Ross",Nurse,"2021-10-17 10:41:15",9203,Outgoing,58
"Victoria Hughes","Suzanne Marshall",Nurse,"2021-10-15 07:56:13",9329,Outgoing,1
"Victoria Hughes","Paula Stevens",Carer,"2021-10-15 03:03:04",1413,Outgoing,29
"Victoria Hughes","Summer Wright",Carer,"2021-10-12 02:12:03",6178,Incoming,40
"Victoria Hughes","Barry Mason",Nurse,"2021-10-10 08:51:25",6046,Outgoing,42
"Victoria Hughes","Sienna Campbell",Carer,"2021-10-10 06:18:03",4981,Incoming,34
"Victoria Hughes","Ray Graham",Carer,"2021-10-14 04:20:23",4570,Outgoing,37
"Victoria Hughes","Barry Mason",Nurse,"2021-10-09 01:17:06",8899,Incoming,81
"Victoria Hughes","Zachary Wilkinson",Carer,"2021-10-08 03:09:21",998,Incoming,76
"Victoria Hughes","Ian Davies",Carer,"2021-10-14 09:07:12",1186,Outgoing,72
"Victoria Hughes","Alexa Watson",Carer,"2021-10-14 11:22:29",6689,Outgoing,29
"Victoria Hughes","George Anderson",Nurse,"2021-10-12 03:32:02",9667,Incoming,52
"Victoria Hughes","Tara Watson",Nurse,"2021-10-08 09:03:47",6670,Incoming,79
"Victoria Hughes","George Anderson",Nurse,"2021-10-09 09:20:52",521,Outgoing,95
"Victoria Hughes","Gavin Knight",Carer,"2021-10-13 04:47:13",4193,Incoming,63
"Victoria Hughes","Sonia Young",Nurse,"2021-10-08 12:10:44",6028,Incoming,10
"Victoria Hughes","Charlotte Harris",Carer,"2021-10-13 04:00:24",9175,Incoming,40
"Victoria Hughes","Lucas Wilson",Carer,"2021-10-16 05:01:04",8386,Outgoing,1
"Victoria Hughes","Emma King",Nurse,"2021-10-12 12:35:13",4776,Incoming,92
"Victoria Hughes","Elliott Kelly",Nurse,"2021-10-16 10:12:40",2876,Incoming,60
"Victoria Hughes","Gavin Knight",Carer,"2021-10-17 10:37:02",4824,Incoming,99
"Victoria Hughes","Tony Ross",Nurse,"2021-10-16 03:13:59",5979,Incoming,100
"Victoria Hughes","Barry Mason",Nurse,"2021-10-14 04:18:42",2318,Incoming,94
"Victoria Hughes","Andrew Wood",Carer,"2021-10-13 07:31:25",7584,Incoming,68
"Victoria Hughes","Gavin Knight",Carer,"2021-10-11 03:21:03",4426,Incoming,70
"Victoria Hughes","Elliott Griffiths",Carer,"2021-10-11 12:25:04",6703,Incoming,6
"Victoria Hughes","Peter Hughes",Nurse,"2021-10-15 12:33:39",3206,Outgoing,52
"Victoria Hughes","Carole Hall",Carer,"2021-10-16 09:22:03",5635,Outgoing,57
"Victoria Hughes","Evelyn Evans",Nurse,"2021-10-12 10:28:02",1540,Incoming,28
"Victoria Hughes","Jamie Mason",Nurse,"2021-10-15 11:43:25",1355,Outgoing,22
"Victoria Hughes","Grace Walker",Nurse,"2021-10-16 03:20:36",3313,Incoming,11
"Victoria Hughes","Elliott Griffiths",Carer,"2021-10-14 04:14:49",2790,Outgoing,35
"Victoria Hughes","Lizzie Smith",Carer,"2021-10-11 08:55:37",6573,Outgoing,98
"Victoria Hughes","Stefan James",Nurse,"2021-10-09 12:47:31",9010,Outgoing,2
"Victoria Hughes","Adrian Ross",Carer,"2021-10-10 02:54:17",4803,Outgoing,64
"Victoria Hughes","Tyler Miller",Carer,"2021-10-09 04:42:52",232,Incoming,85
"Chelsea Russell","Lucas Wilson",Carer,"2021-10-10 07:13:33",986,Incoming,58
"Chelsea Russell","Ray Graham",Carer,"2021-10-10 06:10:00",988,Incoming,48
"Chelsea Russell","Reece Phillips",Nurse,"2021-08-21 11:28:45",87,Incoming,18
"Chelsea Russell","Ray Graham",Carer,"2021-09-22 02:25:54",841,Incoming,51
"Chelsea Russell","Finley Hughes",Nurse,"2021-09-23 06:17:49",729,Incoming,37
"Chelsea Russell","Harvey Edwards",Nurse,"2021-09-23 06:10:04",580,Outgoing,20
"Chelsea Russell","Lucas Wilson",Carer,"2021-10-11 05:46:20",495,Outgoing,52
"Chelsea Russell","Paula Stevens",Carer,"2021-09-01 09:45:17",281,Outgoing,83
"Chelsea Russell","Bruce James",Nurse,"2021-09-30 10:36:22",853,Incoming,49
"Chelsea Russell","Ryan Turner",Carer,"2021-08-23 10:59:36",104,Incoming,22
"Chelsea Russell","Sienna Campbell",Carer,"2021-08-16 01:30:38",609,Incoming,31
"Chelsea Russell","Charlotte Harris",Carer,"2021-09-11 02:00:51",216,Incoming,30
"Chelsea Russell","Bruce James",Nurse,"2021-09-17 07:39:31",66,Outgoing,35
"Chelsea Russell","Jackson Jones",Carer,"2021-09-06 07:39:27",396,Outgoing,4
"Chelsea Russell","Quentin Collins",Nurse,"2021-09-27 10:26:37",370,Outgoing,97
"Chelsea Russell","Muhammad Gray",Carer,"2021-10-07 08:48:47",730,Incoming,18
"Chelsea Russell","Lizzie Smith",Carer,"2021-10-09 06:28:20",150,Outgoing,28
"Chelsea Russell","Aiden Hunt",Nurse,"2021-10-11 04:31:56",746,Outgoing,56
"Chelsea Russell","Poppy Johnson",Carer,"2021-08-17 08:35:06",725,Incoming,84
"Chelsea Russell","Lilly Stewart",Carer,"2021-09-10 03:40:59",832,Outgoing,70
"Chelsea Russell","Summer Wright",Carer,"2021-09-05 02:46:57",200,Outgoing,35
"Chelsea Russell","Chris Davis",Carer,"2021-10-11 10:39:05",613,Outgoing,27
"Chelsea Russell","Carole Hall",Carer,"2021-09-19 04:33:53",770,Incoming,37
"Chelsea Russell","Lilly Stewart",Carer,"2021-09-12 01:40:07",833,Outgoing,30
"Chelsea Russell","Alexandra Hughes",Nurse,"2021-08-30 08:51:39",943,Incoming,86
"Chelsea Russell","Peter Hughes",Nurse,"2021-10-01 06:41:26",683,Incoming,13
"Chelsea Russell","Becky Richardson",Carer,"2021-08-24 11:02:07",390,Outgoing,62
"Chelsea Russell","Vicky Hughes",Carer,"2021-09-04 11:35:29",243,Outgoing,48
"Chelsea Russell","Suzanne Marshall",Nurse,"2021-09-03 02:58:10",404,Outgoing,55
"Chelsea Russell","Francesca Fox",Carer,"2021-09-16 02:08:54",685,Incoming,19
"Chelsea Russell","Karl Bell",Nurse,"2021-09-22 03:09:20",507,Outgoing,87
"Chelsea Russell","Muhammad Gray",Carer,"2021-10-11 05:50:11",990,Outgoing,26
"Chelsea Russell","Becky Richardson",Carer,"2021-08-24 07:27:24",956,Outgoing,75
"Chelsea Russell","Yvonne Gray",Nurse,"2021-10-01 09:04:21",755,Outgoing,70
"Chelsea Russell","Harrison Patel",Carer,"2021-08-22 07:19:51",183,Incoming,9
"Chelsea Russell","Dale Carter",Carer,"2021-09-23 10:38:07",749,Incoming,45
"Chelsea Russell","Steve Saunders",Carer,"2021-08-20 07:18:10",326,Incoming,46
"Chelsea Russell","Rowena Stevens",Carer,"2021-08-17 04:57:27",714,Incoming,85
"Chelsea Russell","Becky Richardson",Carer,"2021-09-24 12:15:37",570,Outgoing,9
"Chelsea Russell","Joseph Murray",Carer,"2021-10-13 04:25:26",293,Incoming,94
"Chelsea Russell","Kirsten Green",Carer,"2021-10-08 12:49:02",773,Incoming,22
"Chelsea Russell","Benjamin Murphy",Carer,"2021-09-09 05:48:34",32,Outgoing,30
"Chelsea Russell","Sasha Cox",Nurse,"2021-09-21 02:41:13",145,Outgoing,46
"Chelsea Russell","Lucas Wilson",Carer,"2021-09-28 08:13:03",186,Incoming,58
"Chelsea Russell","Quentin Morgan",Nurse,"2021-10-12 10:39:09",960,Incoming,50
"Chelsea Russell","Joseph Murray",Carer,"2021-09-29 10:56:34",437,Incoming,67
"Chelsea Russell","Elliott Griffiths",Carer,"2021-08-31 09:31:10",494,Outgoing,76
"Chelsea Russell","Tara Watson",Nurse,"2021-10-14 01:13:03",827,Incoming,34
"Chelsea Russell","Harrison Patel",Carer,"2021-08-15 07:02:02",23,Outgoing,80
"Chelsea Russell","Benjamin Murphy",Carer,"2021-09-19 02:15:09",65,Outgoing,79
"Chelsea Russell","Aiden Hunt",Nurse,"2021-10-09 03:47:56",526,Incoming,41
"Chelsea Russell","Jackson Jones",Carer,"2021-09-26 07:32:24",623,Incoming,49
"Chelsea Russell","Joel Palmer",Carer,"2021-09-06 07:07:43",324,Outgoing,60
"Chelsea Russell","Paula Stevens",Carer,"2021-10-11 05:17:14",377,Incoming,52
"Chelsea Russell","Quentin Morgan",Nurse,"2021-09-30 04:24:55",451,Outgoing,98
"Chelsea Russell","Zachary Wilkinson",Carer,"2021-08-24 11:02:10",856,Outgoing,70
"Chelsea Russell","Reece Gray",Nurse,"2021-08-27 12:24:03",605,Incoming,38
"Chelsea Russell","Joel Palmer",Carer,"2021-09-18 07:35:34",499,Outgoing,23
"Chelsea Russell","Rowena Stevens",Carer,"2021-10-04 03:18:21",909,Outgoing,91
"Chelsea Russell","Joanne Ross",Nurse,"2021-09-01 04:58:32",209,Outgoing,81
"Chelsea Russell","Karl Bell",Nurse,"2021-08-29 06:46:04",985,Outgoing,3
"Chelsea Russell","Alexandra Hughes",Nurse,"2021-08-25 09:46:22",168,Outgoing,23
"Chelsea Russell","Joseph Murray",Carer,"2021-10-01 07:06:25",408,Outgoing,63
"Chelsea Russell","Carole Hall",Carer,"2021-09-13 10:48:49",98,Outgoing,0
"Chelsea Russell","Ryan Turner",Carer,"2021-08-28 06:49:36",367,Incoming,42
"Chelsea Russell","Ross Owen",Nurse,"2021-09-28 08:40:11",235,Incoming,20
"Chelsea Russell","Samantha Reid",Carer,"2021-08-20 11:46:22",780,Outgoing,55
"Chelsea Russell","Vicky Hughes",Carer,"2021-10-10 02:20:39",113,Outgoing,95
"Chelsea Russell","Jessica Lewis",Nurse,"2021-09-05 06:13:14",707,Outgoing,2
"Chelsea Russell","Reece Gray",Nurse,"2021-10-13 02:21:22",968,Incoming,3
"Chelsea Russell","Imogen Bell",Nurse,"2021-08-27 04:33:14",876,Incoming,37
"Chelsea Russell","Christopher Khan",Carer,"2021-09-14 03:19:12",855,Outgoing,4
"Chelsea Russell","Mary Taylor",Nurse,"2021-08-26 03:09:43",326,Incoming,75
"Chelsea Russell","Sonia Young",Nurse,"2021-10-05 10:14:03",5,Incoming,53
"Chelsea Russell","Karl Bell",Nurse,"2021-09-22 06:14:18",462,Outgoing,19
"Chelsea Russell","Kieran Wood",Carer,"2021-09-05 10:58:50",652,Outgoing,65
"Chelsea Russell","Emma King",Nurse,"2021-09-01 07:26:41",412,Incoming,97
"Chelsea Russell","Muhammad Gray",Carer,"2021-08-20 09:47:29",577,Outgoing,7
"Chelsea Russell","Sonia Young",Nurse,"2021-08-31 06:20:30",621,Incoming,28
"Chelsea Russell","Joel Palmer",Carer,"2021-09-13 01:24:32",742,Outgoing,20
"Chelsea Russell","Muhammad Gray",Carer,"2021-09-25 04:55:48",326,Incoming,68
"Chelsea Russell","Laura White",Carer,"2021-10-03 01:00:50",734,Outgoing,6
"Chelsea Russell","Jason Kennedy",Carer,"2021-08-15 04:57:18",9,Outgoing,69
"Chelsea Russell","Ray Graham",Carer,"2021-09-10 12:09:17",933,Incoming,65
"Chelsea Russell","Abbie Holmes",Nurse,"2021-10-12 10:36:39",184,Incoming,67
"Chelsea Russell","Gordon Kelly",Nurse,"2021-08-27 11:03:43",456,Incoming,2
"Chelsea Russell","Laura White",Carer,"2021-08-31 12:21:52",412,Outgoing,24
"Chelsea Russell","Aiden Hunt",Nurse,"2021-09-05 08:06:09",484,Incoming,8
"Chelsea Russell","Elliott Griffiths",Carer,"2021-09-15 10:23:06",480,Incoming,40
"Chelsea Russell","Rowena Stevens",Carer,"2021-08-31 07:30:18",804,Outgoing,54
"Chelsea Russell","Carole Hall",Carer,"2021-08-23 05:46:23",306,Outgoing,20
"Chelsea Russell","Barry Mason",Nurse,"2021-08-26 07:34:47",655,Incoming,39
"Chelsea Russell","Steve Saunders",Carer,"2021-10-12 04:09:53",191,Outgoing,11
"Chelsea Russell","Gordon Shaw",Nurse,"2021-08-21 05:12:52",299,Incoming,77
"Chelsea Russell","Imogen Bell",Nurse,"2021-09-04 05:22:21",354,Outgoing,6
"Chelsea Russell","Sonia Griffiths",Nurse,"2021-09-21 08:25:48",914,Incoming,27
"Chelsea Russell","Zachary Wilkinson",Carer,"2021-08-19 10:07:58",941,Incoming,96
"Chelsea Russell","Elliott Kelly",Nurse,"2021-09-11 08:54:24",465,Outgoing,74
"Chelsea Russell","Elsie Rogers",Nurse,"2021-10-06 10:22:55",597,Outgoing,54
"Chelsea Russell","Reece Gray",Nurse,"2021-09-11 02:57:10",569,Outgoing,85
"Chelsea Russell","Imogen Bell",Nurse,"2021-10-11 10:13:59",218,Outgoing,87
"Chelsea Russell","Alexa Watson",Carer,"2021-08-22 03:37:10",928,Incoming,42
"Chelsea Russell","Ray Graham",Carer,"2021-09-09 12:05:23",639,Outgoing,15
"Chelsea Russell","Bruce James",Nurse,"2021-08-22 05:26:50",436,Incoming,7
"Chelsea Russell","Lilly Stewart",Carer,"2021-08-18 08:59:46",919,Incoming,40
"Chelsea Russell","Summer Wright",Carer,"2021-09-22 02:34:25",760,Outgoing,99
"Chelsea Russell","Joanne Ross",Nurse,"2021-10-12 11:06:52",824,Outgoing,52
"Chelsea Russell","Harrison Patel",Carer,"2021-08-26 01:40:01",311,Outgoing,65
"Chelsea Russell","Elliott Kelly",Nurse,"2021-08-31 10:44:37",993,Outgoing,62
"Chelsea Russell","Peter Hughes",Nurse,"2021-09-22 09:09:15",344,Outgoing,62
"Chelsea Russell","Christopher Khan",Carer,"2021-09-21 10:04:36",374,Outgoing,55
"Chelsea Russell","Quentin Collins",Nurse,"2021-09-22 11:43:04",975,Incoming,30
"Chelsea Russell","Charlotte Harris",Carer,"2021-08-26 10:39:40",765,Outgoing,42
"Chelsea Russell","Muhammad Gray",Carer,"2021-08-16 05:23:34",712,Outgoing,58
"Chelsea Russell","Harry Ross",Carer,"2021-10-09 08:13:36",38,Outgoing,44
"Chelsea Russell","Summer Wright",Carer,"2021-09-10 12:28:42",917,Incoming,15
"Chelsea Russell","Mary Taylor",Nurse,"2021-10-09 02:26:25",562,Incoming,43
"Chelsea Russell","Emma Harrison",Carer,"2021-09-29 04:15:46",658,Incoming,41
"Chelsea Russell","Tony Ross",Nurse,"2021-10-05 03:23:30",254,Incoming,83
"Chelsea Russell","Grace Walker",Nurse,"2021-10-15 09:07:45",377,Incoming,88
"Chelsea Russell","Tara Watson",Nurse,"2021-08-23 09:42:04",346,Incoming,86
"Chelsea Russell","Evelyn Evans",Nurse,"2021-10-05 09:20:50",715,Outgoing,14
"Chelsea Russell","Grace Walker",Nurse,"2021-09-08 10:44:25",746,Outgoing,59
"Chelsea Russell","Quentin Morgan",Nurse,"2021-09-04 03:13:56",652,Incoming,29
"Chelsea Russell","Charlotte Harris",Carer,"2021-10-08 09:20:58",364,Outgoing,26
"Chelsea Russell","Jake Young",Nurse,"2021-09-10 03:11:46",165,Incoming,13
"Chelsea Russell","Millie Cooper",Carer,"2021-10-02 04:44:00",245,Outgoing,65
"Chelsea Russell","Grace Walker",Nurse,"2021-09-22 07:13:48",712,Outgoing,49
"Chelsea Russell","Jamie Mason",Nurse,"2021-08-26 11:35:31",238,Incoming,42
"Chelsea Russell","Elliott Griffiths",Carer,"2021-08-23 04:30:11",72,Incoming,66
"Chelsea Russell","Zachary Wilkinson",Carer,"2021-10-05 12:44:17",800,Incoming,19
"Chelsea Russell","Jamie Mason",Nurse,"2021-09-06 08:11:40",948,Outgoing,23
"Chelsea Russell","Adrian Ross",Carer,"2021-10-04 12:33:54",457,Incoming,91
"Chelsea Russell","Steve Saunders",Carer,"2021-09-05 11:25:09",574,Outgoing,25
"Chelsea Russell","Sonia Young",Nurse,"2021-09-07 12:27:02",998,Incoming,17
"Chelsea Russell","Tony Ross",Nurse,"2021-08-24 04:12:03",142,Outgoing,66
"Chelsea Russell","Ryan Graham",Carer,"2021-08-27 03:32:52",212,Incoming,49
"Chelsea Russell","Harvey Edwards",Nurse,"2021-08-21 01:41:46",502,Incoming,70
"Chelsea Russell","Paula Stevens",Carer,"2021-10-07 12:14:11",765,Incoming,48
"Chelsea Russell","Samantha Reid",Carer,"2021-09-17 05:33:51",0,Outgoing,98
"Chelsea Russell","Jake Young",Nurse,"2021-09-08 01:45:59",163,Incoming,97
"Chelsea Russell","Jason Kennedy",Carer,"2021-10-12 04:12:34",927,Incoming,9
"Chelsea Russell","Elsie Rogers",Nurse,"2021-09-25 08:47:34",337,Incoming,77
"Chelsea Russell","Max Butler",Nurse,"2021-09-05 12:57:12",540,Incoming,74
"Chelsea Russell","Poppy Johnson",Carer,"2021-08-28 07:29:50",65,Outgoing,87
"Chelsea Russell","Tony Ross",Nurse,"2021-08-26 06:22:16",692,Outgoing,11
"Chelsea Russell","Max Butler",Nurse,"2021-08-23 09:18:52",616,Outgoing,18
"Chelsea Russell","Elsie Rogers",Nurse,"2021-09-02 02:44:13",771,Incoming,48
"Chelsea Russell","Becky Richardson",Carer,"2021-10-01 01:54:57",399,Outgoing,84
"Chelsea Russell","Rowena Stevens",Carer,"2021-08-30 06:33:03",600,Incoming,16
"Chelsea Russell","Jessica Lewis",Nurse,"2021-09-02 12:19:13",321,Incoming,5
"Chelsea Russell","Jamie Mason",Nurse,"2021-09-15 10:49:01",312,Outgoing,4
"Chelsea Russell","Tara Watson",Nurse,"2021-08-30 09:37:53",473,Outgoing,37
"Chelsea Russell","Joseph Murray",Carer,"2021-09-06 01:39:27",47,Incoming,16
"Chelsea Russell","Harrison Patel",Carer,"2021-09-11 11:04:25",762,Incoming,19
"Chelsea Russell","Gavin Knight",Carer,"2021-09-17 03:58:54",156,Outgoing,48
"Chelsea Russell","Harry Ross",Carer,"2021-08-18 12:12:15",157,Incoming,68
"Chelsea Russell","Francesca Fox",Carer,"2021-08-18 01:22:20",586,Incoming,89
"Chelsea Russell","Suzanne Allen",Nurse,"2021-10-07 07:58:25",200,Incoming,22
"Chelsea Russell","Mike Scott",Carer,"2021-08-15 10:40:03",485,Outgoing,6
"Chelsea Russell","Zoe Wilkinson",Nurse,"2021-08-26 06:38:55",479,Incoming,98
"Chelsea Russell","Carole Hall",Carer,"2021-09-08 05:17:16",665,Outgoing,30
"Chelsea Russell","Bruce James",Nurse,"2021-10-01 01:20:54",715,Incoming,55
"Chelsea Russell","Suzanne Allen",Nurse,"2021-08-18 04:51:15",737,Incoming,65
"Chelsea Russell","Reece Gray",Nurse,"2021-08-17 04:19:24",14,Outgoing,78
"Chelsea Russell","Donna Robinson",Carer,"2021-09-06 06:51:43",483,Incoming,54
"Chelsea Russell","Elliott Griffiths",Carer,"2021-08-24 07:53:14",841,Outgoing,19
